id_contenitore_rif;data_verifica;ispettore;campione_pezzi;scartati;cod_difetto;motivo;orario_collaudo
CASS_0007;2026/09/24;mat-0003;350;10;DIF-03;anima fuori tolleranza;24/09/2026 04:01
banc_0018;24/09/2026;MAT-0003;192;8;DIF-01;anima rotta;24-09-2026 05:26:50
BANC_0008;24-09-2026;MAT-0003;192;7;  DIF-02 ;anima piena;24/09/2026 06:52:25
BANC_0004;2026/09/24;MAT-0003;60;2;  DIF-01 ;anima rotta;24-09-2026 07:19:25
BANC_0012;24/09/2026;mat-0004;160;6;DIF-03;anima fuori tolleranza;24-09-2026 01:16:27
cass_0002;24-09-2026;MAT-0004;296;10;dif-03;anima fuori tolleranza;24/09/2026 03:38
BANC_0017;24-09-2026;mat-0004;194;7;dif-02;anima piena;24/09/2026 08:00
CASS_0001;24/09/2026;MAT-0005;350;9;DIF-02;Anima piena;24/09/2026 02:35
Cass_0004;24-09-2026;MAT-0005;350;14;DIF-01;anima rotta;24/09/2026 05:12:12
Banc_0015;24/09/2026;  MAT-0005 ;192;7;DIF-01;anima rotta;24/09/2026 06:37:49
  BANC_0009 ;24/09/2026;  MAT-0005 ;184;7;DIF-03;anima fuori tolleranza;24/09/2026 08:00
BANC_0001;24/09/2026;MAT-0006;11;1;DIF-01;  anima rotta ;24/09/2026 08:14:14
BANC_0003;24/09/2026;MAT-0006;160;5;DIF-01;anima rotta;24/09/2026 10:12
BANC_0011;24/09/2026;MAT-0006;160;4;Dif-01;anima rotta;2026/09/24 11:29:23
BANC_0006;2026/09/24;MAT-0006;160;6;DIF-02;anima piena;24/09/2026 12:46:05
BANC_0013;24/09/2026;MAT-0006;160;4;  DIF-03 ;anima fuori tolleranza;24/09/2026 14:02:46
BANC_0008;2026/09/24;MAT-0006;160;6;DIF-03;anima fuori tolleranza;24/09/2026 15:19:25
  BANC_0001 ;24/09/2026;MAT-0006;86;3;  DIF-02 ;anima piena;24/09/2026 16:00:00
BANC_0016;24-09-2026;MAT-0007;256;8;DIF-03;anima fuori tolleranza;24-09-2026 13:00:35
BANC_0002;24/09/2026;MAT-0007;153;5;DIF-02;anima piena;24/09/2026 16:00:00
BANC_0010;2026/09/24;MAT-0008;160;5;dif-02;anima piena;24-09-2026 09:16:24
cass_0003;24/09/2026;mat-0008;300;8;DIF-02;anima piena;24/09/2026 11:40
CASS_0001;2026/09/24;MAT-0008;300;11;DIF-02;anima piena;2026/09/24 14:03:39
BANC_0007;24-09-2026;MAT-0008;160;5;  DIF-01 ;anima rotta;24/09/2026 15:20:21
BANC_0009;24-09-2026;MAT-0008;84;2;DIF-02;  anima piena ;24-09-2026 16:00:00
BANC_0012;24-09-2026;MAT-0009;256;8;DIF-03;anima fuori tolleranza;24/09/2026 13:00:36
BANC_0020;24/09/2026;  MAT-0009 ;153;4;DIF-01;anima rotta;24/09/2026 16:00:00
  CASS_0009 ;24/09/2026;MAT-0010;350;9;DIF-02;anima piena;24/09/2026 11:30:48
CASS_0002;24/09/2026;MAT-0010;350;10;DIF-02;  anima piena ;24/09/2026 14:06
BANC_0004;24/09/2026;MAT-0010;192;8;DIF-01;anima rotta;24/09/2026 15:32:20
BANC_0017;24-09-2026;MAT-0010;62;2;  DIF-03 ;anima fuori tolleranza;24-09-2026 16:00:00
BANC_0010;24-09-2026;MAT-0011;160;6;DIF-03;  anima fuori tolleranza ;24/09/2026 17:16
BANC_0005;24/09/2026;Mat-0011;160;5;DIF-01;anima rotta;2026/09/24 18:33:08
BANC_0015;24/09/2026;MAT-0011;160;5;dif-01;anima rotta;24/09/2026 19:49:41
BANC_0011;2026/09/24;MAT-0011;160;4;DIF-01;anima rotta;24/09/2026 21:06
BANC_0006;24-09-2026;MAT-0011;160;5;DIF-03;anima fuori tolleranza;24-09-2026 22:22:53
BANC_0002;2026/09/24;MAT-0011;160;5;DIF-01;anima rotta;24/09/2026 23:39:40
banc_0004;25/09/2026;MAT-0011;42;1;dif-03;anima fuori tolleranza;25/09/2026 00:00:00
CASS_0004;24-09-2026;MAT-0012;95;3;DIF-02;anima piena;24/09/2026 17:51:37
BANC_0019;24/09/2026;MAT-0012;160;5;DIF-02;anima piena;24/09/2026 19:38:02
BANC_0003;24/09/2026;MAT-0012;160;5;DIF-01;anima rotta;24-09-2026 20:54:44
BANC_0014;24/09/2026;mat-0012;160;5;  DIF-01 ;anima rotta;24/09/2026 22:11:21
BANC_0008;24/09/2026;MAT-0012;160;5;DIF-01;anima rotta;24/09/2026 23:28:02
BANC_0009;25-09-2026;MAT-0012;68;2;  DIF-01 ;  anima rotta ;2026/09/25 00:00:00
CASS_0005;24/09/2026;MAT-0013;300;9;  DIF-01 ;anima rotta;24/09/2026 18:23:32
CASS_0007;2026/09/24;MAT-0013;300;9;DIF-01;anima rotta;24/09/2026 20:47:18
  CASS_0001 ;24/09/2026;MAT-0013;254;8;DIF-02;anima piena;24/09/2026 22:49:15
BANC_0013;25/09/2026;MAT-0013;68;2;DIF-01;anima rotta;25/09/2026 00:00:00
CASS_0011;24-09-2026;MAT-0014;400;13;DIF-02;  anima piena ;24/09/2026 23:49:54
BANC_0012;2026/09/25;Mat-0014;9;0;N/D;;25/09/2026 00:00:00
  CASS_0006 ;24/09/2026;MAT-0015;350;12;DIF-02;anima piena;24/09/2026 18:35:45
CASS_0003;24/09/2026;MAT-0015;350;10;DIF-01;anima rotta;24/09/2026 21:11:50
  CASS_0009 ;2026/09/24;mat-0015;264;9;DIF-03;anima fuori tolleranza;24-09-2026 23:09:50
BANC_0010;25-09-2026;Mat-0015;7;0;  nessuno ;;25/09/2026 00:00:00
BANC_0018;25/09/2026;MAT-0001;160;6;DIF-02;anima piena;25/09/2026 01:16:19
BANC_0005;25-09-2026;MAT-0001;160;4;Dif-02;anima piena;2026/09/25 02:33:01
BANC_0016;25/09/2026;MAT-0001;160;5;DIF-02;  anima piena ;25/09/2026 03:49:36
Banc_0007;25/09/2026;MAT-0001;160;6;  DIF-03 ;  anima fuori tolleranza ;25-09-2026 05:06:10
BANC_0001;25-09-2026;  MAT-0001 ;156;6;DIF-02;anima piena;25/09/2026 06:21:06
BANC_0002;25/09/2026;mat-0001;57;2;dif-02;anima piena;25/09/2026 08:00:00
BANC_0017;25/09/2026;MAT-0002;160;4;DIF-02;anima piena;25-09-2026 01:16:27
CASS_0004;25/09/2026;MAT-0002;300;10;DIF-03;anima fuori tolleranza;25/09/2026 03:40:16
banc_0003;25/09/2026;MAT-0002;160;6;DIF-01;anima rotta;25-09-2026 04:56:56
BANC_0014;25/09/2026;MAT-0002;160;6;DIF-03;anima fuori tolleranza;25/09/2026 06:13:40
BANC_0004;25/09/2026;mat-0002;160;6;dif-02;anima piena;25/09/2026 07:30:20
BANC_0010;2026/09/25;MAT-0002;62;2;DIF-01;Anima rotta;25/09/2026 08:00:00
CASS_0002;2026/09/25;MAT-0003;350;13;  DIF-03 ;anima fuori tolleranza;25/09/2026 02:35:46
CASS_0005;25/09/2026;mat-0003;350;10;  DIF-03 ;  anima fuori tolleranza ;25/09/2026 05:11:45
BANC_0011;25-09-2026;MAT-0003;192;6;dif-03;anima fuori tolleranza;25-09-2026 06:37:15
BANC_0006;2026/09/25;MAT-0003;186;5;  DIF-03 ;anima fuori tolleranza;25/09/2026 08:00:00
Cass_0012;25/09/2026;mat-0004;400;16;dif-03;anima fuori tolleranza;25/09/2026 07:49:59
BANC_0009;25/09/2026;MAT-0004;9;0;N/D;;2026/09/25 08:00:00
cass_0013;25/09/2026;MAT-0005;450;14;dif-03;anima fuori tolleranza;25/09/2026 07:56:06
BANC_0017;25/09/2026;MAT-0005;4;0;N/A;;25-09-2026 08:00:00
Banc_0013;25-09-2026;  MAT-0006 ;256;9;DIF-03;anima fuori tolleranza;25-09-2026 13:00:29
BANC_0001;25/09/2026;MAT-0006;153;5;DIF-02;anima piena;25-09-2026 16:00:00
BANC_0015;25/09/2026;MAT-0007;160;5;DIF-02;anima piena;25/09/2026 09:16:24
banc_0018;25/09/2026;Mat-0007;160;4;DIF-03;anima fuori tolleranza;25/09/2026 10:33
BANC_0016;25/09/2026;MAT-0007;160;6;DIF-03;anima fuori tolleranza;25/09/2026 11:49:55
BANC_0008;2026/09/25;MAT-0007;160;6;DIF-02;anima piena;25/09/2026 13:06:38
banc_0011;25/09/2026;MAT-0007;160;6;DIF-01;  anima rotta ;25/09/2026 14:23:23
BANC_0003;25-09-2026;MAT-0007;160;6;DIF-02;Anima piena;2026/09/25 15:40:05
BANC_0007;25-09-2026;mat-0007;42;1;DIF-02;anima piena;25/09/2026 16:00:00
  BANC_0019 ;25/09/2026;MAT-0008;192;6;dif-01;anima rotta;25/09/2026 09:25:19
BANC_0020;25/09/2026;MAT-0008;192;6;DIF-02;anima piena;25/09/2026 10:51
Cass_0001;25/09/2026;MAT-0008;350;11;dif-01;anima rotta;25/09/2026 13:26:59
CASS_0003;25/09/2026;MAT-0008;344;9;DIF-03;anima fuori tolleranza;2026/09/25 16:00:00
Cass_0009;2026/09/25;  MAT-0009 ;400;12;DIF-02;anima piena;25-09-2026 15:49:40
banc_0004;25-09-2026;MAT-0009;9;0;N/D;;25/09/2026 16:00:00
CASS_0007;25/09/2026;mat-0010;450;14;  DIF-02 ;  anima piena ;25/09/2026 15:56:03
BANC_0009;25-09-2026;MAT-0010;4;0;;;25/09/2026 16:00:00
banc_0006;2026/09/25;MAT-0011;256;7;dif-01;anima rotta;25/09/2026 21:00:27
BANC_0008;2026/09/26;MAT-0011;153;4;DIF-02;anima piena;26-09-2026 00:00:00
BANC_0014;25/09/2026;MAT-0012;160;5;dif-02;anima piena;25/09/2026 17:16:20
BANC_0005;2026/09/25;MAT-0012;160;6;DIF-03;anima fuori tolleranza;25-09-2026 18:32:53
  BANC_0002 ;25/09/2026;MAT-0012;160;5;DIF-02;anima piena;25/09/2026 19:49:36
BANC_0012;25/09/2026;MAT-0012;160;6;DIF-02;anima piena;25/09/2026 21:06:15
BANC_0016;25/09/2026;MAT-0012;82;3;dif-01;anima rotta;25/09/2026 21:45
BANC_0007;26/09/2026;mat-0012;85;2;DIF-02;anima piena;26/09/2026 00:00:00
BANC_0017;2026/09/25;MAT-0013;192;5;DIF-01;anima rotta;25/09/2026 17:25:28
BANC_0019;2026/09/25;  MAT-0013 ;192;7;DIF-02;anima piena;2026/09/25 18:51:00
Cass_0002;2026/09/25;mat-0013;350;10;dif-03;anima fuori tolleranza;25/09/2026 21:26:59
BANC_0013;25/09/2026;MAT-0013;192;6;  DIF-02 ;anima piena;25/09/2026 22:52:41
banc_0009;25-09-2026;mat-0013;48;2;DIF-01;anima rotta;25/09/2026 23:14:22
BANC_0003;26/09/2026;  MAT-0013 ;14;1;DIF-01;anima rotta;26/09/2026 00:00:00
CASS_0004;25/09/2026;MAT-0014;266;9;DIF-01;anima rotta;25/09/2026 21:12:42
BANC_0018;26/09/2026;MAT-0014;107;4;DIF-02;anima piena;26/09/2026 00:00:00
CASS_0006;25/09/2026;MAT-0015;450;11;DIF-03;anima fuori tolleranza;2026/09/25 23:56:23
Banc_0011;26/09/2026;MAT-0015;4;0; ;;26/09/2026 00:00:00
BANC_0004;2026/09/28;  MAT-0001 ;256;10;dif-03;anima fuori tolleranza;28/09/2026 05:00
BANC_0002;28/09/2026;MAT-0001;153;5;DIF-02;anima piena;28/09/2026 08:00:00
BANC_0007;28-09-2026;MAT-0002;320;13;DIF-03;anima fuori tolleranza;28/09/2026 05:38:18
BANC_0005;28-09-2026;MAT-0002;134;5;DIF-02;anima piena;28/09/2026 08:00:00
BANC_0001;28-09-2026;MAT-0003;160;4;  DIF-01 ;Anima rotta;2026/09/28 01:16:27
  BANC_0008 ;2026/09/28;MAT-0003;160;4;dif-03;anima fuori tolleranza;28/09/2026 02:33:05
BANC_0011;28-09-2026;MAT-0003;160;5;dif-01;anima rotta;28/09/2026 03:49:45
BANC_0003;28-09-2026;MAT-0003;160;6;DIF-02;anima piena;28/09/2026 05:06:28
BANC_0013;28/09/2026;MAT-0003;160;4;Dif-01;anima rotta;28/09/2026 06:23
BANC_0009;28/09/2026;MAT-0003;160;6;DIF-02;anima piena;28/09/2026 07:39:49
  BANC_0010 ;28/09/2026;MAT-0003;42;2;DIF-02;Anima piena;2026/09/28 08:00:00
BANC_0012;28/09/2026;MAT-0004;160;5;DIF-02;anima piena;2026/09/28 03:26:24
banc_0016;28/09/2026;  MAT-0004 ;160;4;DIF-02;anima piena;28/09/2026 06:52:58
banc_0017;28/09/2026;MAT-0004;52;1;DIF-02;anima piena;28-09-2026 08:00:00
BANC_0006;28/09/2026;MAT-0005;320;11;DIF-01;anima rotta;28/09/2026 05:38:19
BANC_0020;2026/09/28;MAT-0005;134;3;DIF-03;anima fuori tolleranza;28/09/2026 08:00:00
BANC_0014;28-09-2026;  MAT-0006 ;256;10;  DIF-03 ;Anima fuori tolleranza;28/09/2026 13:00:34
BANC_0006;28/09/2026;MAT-0006;153;6;DIF-01;anima rotta;28/09/2026 16:00
BANC_0018;2026/09/28;MAT-0007;320;8;DIF-03;anima fuori tolleranza;2026/09/28 13:38:21
BANC_0001;28-09-2026;MAT-0007;134;5;DIF-03;anima fuori tolleranza;28/09/2026 16:00
  CASS_0002 ;28-09-2026;MAT-0008;300;10;DIF-03;anima fuori tolleranza;28/09/2026 10:23:28
BANC_0019;28/09/2026;Mat-0008;160;5;dif-03;anima fuori tolleranza;28/09/2026 11:40
BANC_0011;28/09/2026;MAT-0008;160;6;DIF-02;anima piena;28-09-2026 12:56:43
BANC_0007;28/09/2026;MAT-0008;160;6;DIF-03;anima fuori tolleranza;28/09/2026 14:13:25
  BANC_0004 ;28/09/2026;MAT-0008;160;6;DIF-02;anima piena;28/09/2026 15:30
Banc_0009;28-09-2026;MAT-0008;62;2;DIF-02;Anima piena;28/09/2026 16:00
banc_0015;2026/09/28;MAT-0009;160;5;DIF-02;anima piena;28/09/2026 11:26:28
BANC_0012;2026/09/28;MAT-0009;160;4;DIF-02;Anima piena;2026/09/28 14:53:07
BANC_0002;28/09/2026;MAT-0009;52;2;DIF-03;anima fuori tolleranza;28/09/2026 16:00:00
CASS_0003;28/09/2026;mat-0010;450;18;  DIF-03 ;anima fuori tolleranza;28/09/2026 15:56:03
BANC_0008;28/09/2026;MAT-0010;4;0; ;;28-09-2026 16:00:00
BANC_0010;28/09/2026;MAT-0011;137;4;DIF-02;anima piena;2026/09/28 18:41:01
BANC_0013;2026/09/28;MAT-0011;192;5;dif-01;anima rotta;28-09-2026 20:47:27
banc_0014;2026/09/28;MAT-0011;192;6;DIF-03;anima fuori tolleranza;28/09/2026 22:13:00
BANC_0003;28/09/2026;MAT-0011;192;6;DIF-02;anima piena;28-09-2026 23:38:37
BANC_0005;2026/09/29;MAT-0011;48;1;DIF-01;anima rotta;29/09/2026 00:00:00
BANC_0016;2026/09/28;MAT-0012;320;8;DIF-02;anima piena;2026/09/28 21:38:29
  BANC_0012 ;2026/09/29;MAT-0012;134;5;DIF-01;anima rotta;29/09/2026 00:00:00
CASS_0001;28/09/2026;MAT-0013;300;11;  DIF-02 ;anima piena;28/09/2026 18:23
BANC_0015;28/09/2026;mat-0013;160;5;DIF-02;anima piena;28/09/2026 19:40:07
BANC_0018;2026/09/28;MAT-0013;160;5;DIF-03;anima fuori tolleranza;28/09/2026 20:56:44
Banc_0019;28/09/2026;MAT-0013;160;6;DIF-02;Anima piena;28/09/2026 22:13:24
BANC_0004;28/09/2026;mat-0013;160;6;DIF-02;anima piena;2026/09/28 23:30:04
  BANC_0001 ;2026/09/28;MAT-0013;32;1;  DIF-03 ;anima fuori tolleranza;28/09/2026 23:45
CASS_0004;2026/09/28;MAT-0014;250;9;  DIF-01 ;anima rotta;28/09/2026 21:22:35
  CASS_0002 ;29/09/2026;  MAT-0014 ;122;5;DIF-01;anima rotta;2026/09/29 00:00:00
CASS_0007;28/09/2026;MAT-0015;450;15;DIF-01;anima rotta;28-09-2026 23:56:03
BANC_0007;2026/09/29;MAT-0015;4;0;n/d;;29/09/2026 00:00:00
BANC_0011;29/09/2026;mat-0001;192;5;DIF-02;  anima piena ;29/09/2026 01:25:14
BANC_0008;29/09/2026;MAT-0001;192;7;DIF-02;  anima piena ;2026/09/29 02:50:50
BANC_0009;29/09/2026;MAT-0001;192;5;DIF-01;anima rotta;29/09/2026 04:16:23
  BANC_0002 ;29/09/2026;MAT-0001;192;7;  DIF-02 ;anima piena;29/09/2026 05:42:03
BANC_0003;29/09/2026;MAT-0001;192;6;DIF-03;anima fuori tolleranza;29/09/2026 07:07:43
BANC_0001;2026/09/29;mat-0001;118;4;DIF-01;  anima rotta ;29/09/2026 08:00:00
BANC_0006;29/09/2026;  MAT-0002 ;320;10;dif-01;anima rotta;29/09/2026 05:38:29
BANC_0010;2026/09/29;MAT-0002;134;5;DIF-02;anima piena;29/09/2026 08:00:00
CASS_0005;29/09/2026;MAT-0003;250;8;DIF-03;anima fuori tolleranza;29-09-2026 05:22:46
BANC_0013;29/09/2026;Mat-0003;122;4;DIF-03;anima fuori tolleranza;29/09/2026 08:00:00
BANC_0017;2026/09/29;MAT-0004;160;4;Dif-01;anima rotta;29/09/2026 03:26:28
CASS_0001;29/09/2026;MAT-0004;212;7;DIF-01;anima rotta;29/09/2026 08:00:00
cass_0008;29-09-2026;MAT-0005;216;7;DIF-03;anima fuori tolleranza;29/09/2026 03:48:48
  BANC_0019 ;29-09-2026;MAT-0005;160;6;dif-03;anima fuori tolleranza;29/09/2026 05:50:18
BANC_0014;2026/09/29;  MAT-0005 ;160;6;Dif-02;anima piena;29/09/2026 07:06:59
  BANC_0004 ;29/09/2026;MAT-0005;112;3;  DIF-02 ;anima piena;29/09/2026 08:00:00
BANC_0012;2026/09/29;MAT-0006;192;6;dif-01;anima rotta;29/09/2026 09:25:21
BANC_0015;29/09/2026;MAT-0006;192;5;DIF-03;anima fuori tolleranza;29/09/2026 10:50:52
BANC_0007;29-09-2026;MAT-0006;192;6;DIF-03;anima fuori tolleranza;29/09/2026 12:16:29
BANC_0005;2026/09/29;MAT-0006;192;5;DIF-03;anima fuori tolleranza;29/09/2026 13:42
  BANC_0003 ;29-09-2026;MAT-0006;192;6;  DIF-03 ;anima fuori tolleranza;29/09/2026 15:07
BANC_0002;2026/09/29;Mat-0006;118;4;  DIF-03 ;anima fuori tolleranza;29/09/2026 16:00:00
BANC_0011;29/09/2026;  MAT-0007 ;320;10;DIF-02;anima piena;29-09-2026 13:38:22
  BANC_0006 ;2026/09/29;MAT-0007;134;4;DIF-03;anima fuori tolleranza;29/09/2026 16:00:00
BANC_0016;29/09/2026;MAT-0008;160;5;DIF-03;anima fuori tolleranza;29/09/2026 11:26:23
BANC_0009;29/09/2026;MAT-0008;160;6;DIF-03;anima fuori tolleranza;29/09/2026 14:53:02
  BANC_0008 ;29/09/2026;Mat-0008;52;1;DIF-02;anima piena;29/09/2026 16:00:00
CASS_0002;2026/09/29;MAT-0009;250;8;DIF-03;anima fuori tolleranza;29-09-2026 13:22:36
BANC_0020;2026/09/29;MAT-0009;122;4;DIF-02;anima piena;29/09/2026 16:00:00
CASS_0004;29/09/2026;MAT-0010;300;8;DIF-02;anima piena;29/09/2026 10:23:24
Cass_0006;29/09/2026;MAT-0010;300;9;DIF-01;anima rotta;2026/09/29 12:47:14
BANC_0017;2026/09/29;MAT-0010;160;4;DIF-03;anima fuori tolleranza;29-09-2026 14:04:00
BANC_0010;2026/09/29;MAT-0010;160;6;dif-02;anima piena;29/09/2026 15:20:39
BANC_0013;29/09/2026;MAT-0010;82;3;DIF-01;  anima rotta ;29/09/2026 16:00:00
banc_0014;29-09-2026;MAT-0011;192;7;DIF-01;anima rotta;29/09/2026 17:25:24
BANC_0018;29-09-2026;MAT-0011;86;3;DIF-03;anima fuori tolleranza;29/09/2026 18:03:55
banc_0012;30/09/2026;MAT-0011;301;9;DIF-03;anima fuori tolleranza;30/09/2026 00:00:00
CASS_0003;2026/09/29;MAT-0012;447;14;DIF-01;anima rotta;29/09/2026 23:52:59
banc_0004;2026/09/29;MAT-0013;160;5;dif-01;anima rotta;29/09/2026 19:26:20
BANC_0015;29-09-2026;MAT-0013;160;6;DIF-01;anima rotta;29/09/2026 22:53
BANC_0006;30/09/2026;MAT-0013;52;2;DIF-02;anima piena;30/09/2026 00:00:00
Cass_0005;29-09-2026;MAT-0014;250;8;DIF-03;anima fuori tolleranza;29/09/2026 21:22:34
BANC_0001;2026/09/30;MAT-0014;122;5;  DIF-01 ;anima rotta;30/09/2026 00:00
Cass_0009;29/09/2026;MAT-0015;300;11;Dif-01;anima rotta;29/09/2026 18:23:36
Banc_0016;29/09/2026;MAT-0015;160;5;DIF-03;anima fuori tolleranza;29-09-2026 19:40:17
CASS_0002;29-09-2026;  MAT-0015 ;300;12;DIF-03;anima fuori tolleranza;29/09/2026 22:03:57
banc_0005;29/09/2026;MAT-0015;160;5;  DIF-01 ;anima rotta;29/09/2026 23:20:39
Banc_0008;30/09/2026;MAT-0015;82;3;  DIF-01 ;anima rotta;30/09/2026 00:00:00
BANC_0003;30/09/2026;Mat-0001;320;8;DIF-02;anima piena;30/09/2026 05:38:17
BANC_0004;30/09/2026;MAT-0001;134;5;DIF-03;anima fuori tolleranza;30/09/2026 08:00
BANC_0007;2026/09/30;MAT-0002;256;8;DIF-03;anima fuori tolleranza;30/09/2026 05:00:42
BANC_0002;30-09-2026;MAT-0002;153;4;DIF-02;anima piena;30/09/2026 08:00:00
BANC_0009;30-09-2026;  MAT-0003 ;160;6;DIF-03;anima fuori tolleranza;30/09/2026 03:26
BANC_0014;2026/09/30;  MAT-0003 ;160;6;DIF-03;anima fuori tolleranza;30/09/2026 06:52:51
BANC_0006;30/09/2026;MAT-0003;52;2;DIF-01;anima rotta;2026/09/30 08:00:00
BANC_0010;30/09/2026;MAT-0004;160;5;DIF-02;anima piena;30/09/2026 03:26:23
BANC_0017;30/09/2026;MAT-0004;160;6;DIF-02;anima piena;30/09/2026 06:52:57
BANC_0011;30-09-2026;MAT-0004;22;1;DIF-02;anima piena;30/09/2026 07:21:34
BANC_0001;30-09-2026;MAT-0004;2;0;N/A;;2026/09/30 08:00:00
BANC_0013;30/09/2026;MAT-0005;160;6;dif-02;anima piena;30/09/2026 01:16:29
CASS_0004;30/09/2026;MAT-0005;64;2;Dif-03;Anima fuori tolleranza;30-09-2026 01:47:24
BANC_0018;30/09/2026;  MAT-0005 ;160;6;DIF-01;anima rotta;30/09/2026 05:53:50
BANC_0005;30/09/2026;MAT-0005;98;3;DIF-02;anima piena;30/09/2026 08:00:00
BANC_0015;30/09/2026;MAT-0006;320;9;DIF-01;anima rotta;2026/09/30 13:38:15
BANC_0003;30-09-2026;MAT-0006;134;4;DIF-01;anima rotta;30-09-2026 16:00:00
BANC_0008;30-09-2026;MAT-0007;256;8;DIF-03;anima fuori tolleranza;30-09-2026 13:00:27
Banc_0013;30/09/2026;MAT-0007;153;5;DIF-03;anima fuori tolleranza;30/09/2026 16:00:00
BANC_0016;30/09/2026;MAT-0008;160;5;  DIF-01 ;anima rotta;30/09/2026 11:26:28
banc_0007;30/09/2026;MAT-0008;160;6;Dif-02;anima piena;30/09/2026 14:53:11
BANC_0006;30/09/2026;Mat-0008;52;2;  DIF-01 ;anima rotta;30/09/2026 16:00:00
BANC_0012;30/09/2026;MAT-0009;320;10;DIF-03;anima fuori tolleranza;30-09-2026 13:38:27
BANC_0010;2026/09/30;MAT-0009;134;5;Dif-02;anima piena;2026/09/30 16:00:00
BANC_0020;30/09/2026;MAT-0010;160;6;  DIF-01 ;anima rotta;30/09/2026 11:26
CASS_0001;30/09/2026;mat-0010;212;8;DIF-01;Anima rotta;30-09-2026 16:00:00
BANC_0002;30/09/2026;mat-0011;320;12;DIF-03;anima fuori tolleranza;30/09/2026 21:38:31
Banc_0004;01/10/2026;  MAT-0011 ;134;4;DIF-02;anima piena;01-10-2026 00:00:00
Banc_0014;30/09/2026;MAT-0012;256;10;  DIF-02 ;anima piena;30/09/2026 21:00:37
BANC_0001;2026/10/01;MAT-0012;153;4;DIF-03;anima fuori tolleranza;01/10/2026 00:00
BANC_0005;30/09/2026;MAT-0013;160;5;dif-03;anima fuori tolleranza;30/09/2026 19:26:32
BANC_0008;30/09/2026;mat-0013;160;6;DIF-03;anima fuori tolleranza;30/09/2026 22:53
BANC_0006;01/10/2026;mat-0013;52;2;DIF-01;anima rotta;01-10-2026 00:00:00
BANC_0009;2026/09/30;MAT-0014;320;12;DIF-01;anima rotta;30/09/2026 21:38:19
BANC_0007;01-10-2026;  MAT-0014 ;134;5;DIF-01;anima rotta;01-10-2026 00:00:00
CASS_0002;30/09/2026;MAT-0015;250;9;DIF-03;anima fuori tolleranza;30/09/2026 21:22
BANC_0011;01/10/2026;MAT-0015;122;5;DIF-01;anima rotta;01-10-2026 00:00:00
